Name,Degree,DP Score,NPV Value,Location,City,Consult Fee,Years of Experience,Speciality
Dr. Suman Mehla,"MBBS, MS - Obstetrics & Gynaecology",98%,(545 patients),Phi III,Greater Noida,₹700,20,"Obstetrician, Gynecologist, Infertility Specialist, Laparoscopic Surgeon (Obs & Gyn)"
Dr. Manish Sharma   (Physiotherapist),BPTh/BPT,,,Alpha II,Greater Noida,₹500,t3,"TherapistPhysiotherapist, Geriatric Physiotherapist"
Dr. Ashish Anand,"BDS, MDS - Pedodontics",,,Alpha II,Greater Noida,₹300,13,"Pediatric Dentist, Dentist"
Dr. Rajni Gill,"MBBS, MD - Obstetrics & Gynaecology",,,Ecotech II,Greater Noida,₹400,21,"Gynecologist, Obstetrician"
Dr. Mohit Ghai,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",97%,(91 patients),Greater Noida West,Greater Noida,₹700,16,Pediatrician
Dr. Pranjal  Sirohi,BDS,100%,(283 patients),Gamma I,Greater Noida,₹500,t7,"Dentist, Dental Surgeon, Cosmetic/Aesthetic Dentist"
Dr. Nitesh Sharma,BHMS,98%,(88 patients),Greater Noida West,Greater Noida,₹500,10,AYUSHHomoeopath
Dr. Gaurav Kumar Mishar,BDS,,,Greater Noida West,Greater Noida,₹350,t8,"Dentist, Implantologist"
Dr. Komal Singh,"MD - Obstetrics & Gynaecology, MBBS",100%,(99 patients),Greater Noida West,Greater Noida,₹700,17,"Obstetrician, Gynecologist"
Dr. Prashant Singh,BHMS,100%,(60 patients),Greater Noida West,Greater Noida,₹500,h5,AYUSHHomoeopath
Dr. Nidhish Kumar,"MBBS, Diploma in Child Health (DCH)",,,Sector 1,Greater Noida,₹500,18,Pediatrician
Dr. Uma   (Physiotherapist),BPTh/BPT,100%,(61 patients),Gamma II,Greater Noida,₹300,10,TherapistPhysiotherapist
Dr. Vaneeta,"DNB - Obstetrics & Gynecology, MBBS",97%,(77 patients),Greater Noida West,Greater Noida,₹600,21,"Gynecologist, Infertility Specialist"
Dr. Rajiv Nandy   (PhD),"PhD - Psychology, MA - Psychology",,,Beta II,Greater Noida,₹1500,22,TherapistClinical Psychologist
Dr. Krishna Kumar Tripathi,MD - Physician,100%,(22 patients),Tilapta Karanwas,Greater Noida,₹700,15,General Physician
Dr. Ashesh Bhushan,"MBBS, MS - ENT",,,Omega 1,Greater Noida,₹600,t9,ENT/ Otorhinolaryngologist
Dr. Harpreet Singh,"MBBS, MS - ENT",96%,(1680 patients),Gamma II,Greater Noida,₹850,22,ENT/ Otorhinolaryngologist
Dr. Sumit Pathak,"BDS, MDS - Prosthodontist And Crown Bridge",97%,(38 patients),Alpha II,Greater Noida,₹300,13,"Dentist, Prosthodontist"
Dr. Pavan Patil,"BDS, MDS - Oral & Maxillofacial Surgery",96%,(89 patients),Omega 1,Greater Noida,₹500,20,"Implantologist, Oral And MaxilloFacial Surgeon, Dentist"
Dr. Preeti Chaudhary,BDS,100%,(12 patients),Gamma I,Greater Noida,₹300,18,Dental Surgeon
Dr. Shivani Saini,BDS,97%,(31 patients),Greater Noida West,Greater Noida,₹400,11,"Dentist, Cosmetic/Aesthetic Dentist"
Dr. Chaitali Boral   (PhD),PhD - Psychology,100%,(18 patients),Chi V,Greater Noida,₹1800,19,TherapistCounselling Psychologist
Dr. Sheetal Singh   (Physiotherapist),BPTh/BPT,95%,(19 patients),Gamma II,Greater Noida,₹300,t9,TherapistPhysiotherapist
Dr. K D Chaudhary,"BDS, MDS - Prosthodontics",98%,(624 patients),Gamma I,Greater Noida,₹500,18,"Prosthodontist, Implantologist, Dentist, Dental Surgeon"
Dr. Geetanjali Sharma,BDS,94%,(202 patients),Beta II,Greater Noida,₹500,22,"Dental Surgeon, Dentist, Cosmetic/Aesthetic Dentist"
Dr. Saurabh Singh   (Physiotherapist),BPTh/BPT,94%,(48 patients),Gamma II,Greater Noida,₹300,10,TherapistPhysiotherapist
Dr. Seema Patil,"BDS, MDS - Paedodontics And Preventive Dentistry",97%,(39 patients),Omega 1,Greater Noida,₹500,20,"Cosmetic/Aesthetic Dentist, Dental Surgeon, Dentist, Pediatric Dentist"
Dr. Sunaina Sirohi,BHMS,100%,(160 patients),Gamma I,Greater Noida,₹500,h7,AYUSHHomoeopath
Dr. Amita Bansal,"MBBS, DGO, DNB - Obstetrics & Gynecology",98%,(167 patients),Sector 16,Greater Noida,₹600,15,"Gynecologist, Obstetrician, Infertility Specialist, Laparoscopic Surgeon (Obs & Gyn)"
Dr. Priyanka Rai,BDS,,,Greater Noida West,Greater Noida,₹500,t9,"Cosmetic/Aesthetic Dentist, Dentist"
Dr. Pragya Singh,BDS,,,Greater Noida West,Greater Noida,₹300,t9,Dentist
Dr. N. Lakshmi   (PhD),MA - Psychology,100%,(101 patients),Sigma IV,Greater Noida,₹1500,27,"TherapistCounselling Psychologist, Psychotherapist"
Dr. Abhisar Katiyar,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",96%,(397 patients),Phi III,Greater Noida,₹700,20,"Orthopedic surgeon, Joint Replacement Surgeon"
Dr. Jigyasha Gupta,BDS,100%,(56 patients),Greater Noida West,Greater Noida,₹500,n9,"Dentist, Dental Surgeon"
Dr. Rajesh Kumar Singh,BNYS,98%,(82 patients),Sector Alpha II,Greater Noida,₹500,22,"AYUSHYoga and Naturopathy, Acupuncturist"
Dr. Nishant Bansal,"MBBS, Diploma in Child Health (DCH), DNB - Pediatrics",93%,(14 patients),Sector 16,Greater Noida,₹600,14,Pediatrician
Dr. Ravindra Srivastava,"MCh - Neuro Surgery, MBBS, MS - General Surgery",91%,(35 patients),Omega 1,Greater Noida,₹1500,28,"Neurologist, Neurosurgeon, Spine Surgeon (Neuro), Spine And Pain Specialist"
Dr. Abhishek Deepak,"MBBS, MD - General Medicine, DM - Gastroenterology",98%,(49 patients),Beta I,Greater Noida,₹900,16,Gastroenterologist
Dr. Rajeev Ranjan,"MD - Physician, Diploma in Child Health (DCH)",94%,(1862 patients),Greater Noida West,Greater Noida,₹900,23,Pediatrician
Dr. K D Chaudhary,"BDS, MDS - Prosthodontics",98%,(624 patients),Gamma I,Greater Noida,₹500,18,"Prosthodontist, Implantologist, Dentist, Dental Surgeon"
Dr. Shreeram Mohan,"DNB - Family Medicine, MBBS",,,Greater Noida West,Greater Noida,₹600,10,"Family Physician, General Physician"
Dr. Avnish Gupta,"BDS, MDS - Prosthodontist And Crown Bridge",88%,(180 patients),Greater Noida West,Greater Noida,₹500,16,"Implantologist, Prosthodontist"
Dr. Shubhra Bhardwaj,"MBBS, MD - Physiology",97%,(232 patients),Greater Noida West,Greater Noida,₹800,14,General Physician
Dr. Manisha Ranjan,"MBBS, DGO",89%,(953 patients),Greater Noida West,Greater Noida,₹900,21,"Obstetrician, Gynecologist"
Dr. Jasvinder Kaur Gill,"MBBS, DOMS",86%,(81 patients),Alpha I,Greater Noida,₹500,26,Ophthalmologist/ Eye Surgeon
Dr. Meenakshi Maurya,"MS - Obstetrics & Gynaecology, MBBS",97%,(118 patients),Greater Noida West,Greater Noida,₹600,17,"Gynecologist, Infertility Specialist"
Dr. Anuj Jain,"MBBS, MD - Pediatrics",97%,(671 patients),PI,Greater Noida,₹1000,19,Pediatrician
Dr. Ravindra Kumar   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Sports Physiotherapy",95%,(315 patients),Gamma II,Greater Noida,₹1000,17,"TherapistPhysiotherapist, Sports and Musculoskeletal Physiotherapist"
Dr. Nivedita Sinha,"MBBS, MS - Obstetrics & Gynaecology",,,Sector 1,Greater Noida,₹500,n9,"Gynecologist, Obstetrician"
Dr. Swati Upadhyay,BHMS,,,Beta II,Greater Noida,₹350,13,AYUSHHomoeopath
Dr. Vipin Kumar   (Physiotherapist),BPTh/BPT,100%,(78 patients),Gamma II,Greater Noida,₹600,t3,TherapistPhysiotherapist
Dr. Ronak Khandelwal,"MBBS, MS - Obstetrics & Gynaecology",100%,(27 patients),Greater Noida West,Greater Noida,₹600,11,"Gynecologist, Obstetrician"
Dr. Rajinder Singh,"MD - Homeopathy, BHMS",,,Alpha-I Commercial Belt,Greater Noida,₹600,17,AYUSHHomoeopath
Dr. Shashi,"BDS, MDS - Oral Medicine and Radiology",92%,(37 patients),Greater Noida West,Greater Noida,₹500,10,"Dental Surgeon, Oral Medicine and Radiology"
Dr. Abhishek Kumar,"DNB - Orthopedics/Orthopedic Surgery, Diploma in Orthopaedics, MBBS",99%,(160 patients),Greater Noida West,Greater Noida,₹700,19,"Joint Replacement Surgeon, Orthopedic surgeon"
Dr. Ishan,"BDS, MDS",99%,(248 patients),Gamma I,Greater Noida,₹200,11,"Dentist, Dental Surgeon, Implantologist, Cosmetic/Aesthetic Dentist"
Dr. Mamta Jha,"MBBS, MD - Obstetrics & Gynaecology",89%,(47 patients),Sector Alpha II,Greater Noida,₹1000,31,"Gynecologist, Obstetrician"
Dr. Anju Devi Yadav,"MBBS, MD - Obstetrics & Gynaecology",98%,(100 patients),Gurgaon Sector 47,Gurgaon,₹1000,18,"Gynecologist, Infertility Specialist, Reproductive Endocrinologist (Infertility)"
Dr. Neetu Rathi   (Physiotherapist),"MPTh/MPT - Neurological Physiotherapy, BPTh/BPT",99%,(414 patients),Gurgaon Sector 31,Gurgaon,₹1000,14,"TherapistPhysiotherapist, Neuro Physiotherapist"
Dr. Devendra Taneja,"MBBS, MD - General Medicine",98%,(1343 patients),DLF Phase IV,Gurgaon,₹2000,37,"General Physician, Consultant Physician, Internal Medicine"
Dr. Sheetal Singla,BHMS,,,Railway Road,Gurgaon,₹500,24,AYUSHHomoeopath
Dr. Archna Jain,"BHMS, DNHE",98%,(51 patients),Gurgaon Sector 56,Gurgaon,₹450,25,"AYUSHHomoeopath, Dietitian/Nutritionist"
Dr. Parmod Kumar Garg,"MNAMS- Family Medicine, MBBS",95%,(104 patients),Sohna Road,Gurgaon,₹1200,50,"General Physician, Family Physician"
Dr. Kusum Lata,"MD - Obstetrics & Gynaecology, MBBS",100%,(121 patients),Gurgaon Sector 56,Gurgaon,₹800,16,"Laparoscopic Surgeon (Obs & Gyn), Gynecologist, Obstetrician"
Dr. Vimanyu Kataria,"BDS, MDS - Oral & Maxillofacial Surgery",99%,(367 patients),Gurgaon Sector 57,Gurgaon,₹500,13,"Oral And MaxilloFacial Surgeon, Implantologist, Dental Surgeon"
Dr. Vikrant Sagar,"MBBS, MS - ENT",,,Gurgaon Sector 37,Gurgaon,₹500,19,ENT/ Otorhinolaryngologist
Dr. Ruchika Singh,"MBBS, MD - Dermatology , Venereology & Leprosy",100%,(11 patients),Gurgaon Sector 28,Gurgaon,₹1000,t6,Dermatologist
Dr. Sahil Kohli,"DM - Neurology, DNB - Neurology, MD - General Medicine, MBBS",96%,(53 patients),Sushant Lok I,Gurgaon,₹1200,17,Neurologist
Dr. Abhishek Sachdeva,"MBBS, DNB - Paediatrics",100%,(171 patients),Sohna Road,Gurgaon,₹800,15,Pediatrician
Dr. Gargi Taneja,"MBBS, MD - Dermatology , Venereology & Leprosy",100%,(46 patients),DLF Phase I,Gurgaon,₹1000,t7,"Dermatologist, Cosmetologist"
Dr. Anuj Bishnoi,MBBS,,,Basai Road,Gurgaon,₹200,28,General Physician
Dr. Lokesh,"MBBS, MS - General Surgery, MCh - Plastic Surgery",91%,(43 patients),Sushant Lok I,Gurgaon,₹1800,37,Plastic Surgeon
Dr. Vikram Kapoor,"BDS, MDS - Prosthodontist And Crown Bridge",98%,(125 patients),Gurgaon Sector 23,Gurgaon,₹500,19,"Implantologist, Prosthodontist"
Dr. Arundhati Kar,"MBBS, DNB - Ophthalmology",,,Gurgaon Sector 47,Gurgaon,₹1000,28,Ophthalmologist/ Eye Surgeon
Dr. Kamran,BDS,,,Sushant Lok I,Gurgaon,₹500,t6,Dentist
Dr. Sahil Kakkar   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Sports Physiotherapy",100%,(67 patients),Gurgaon Sector 57,Gurgaon,₹500,t3,"TherapistPhysiotherapist, Sports and Musculoskeletal Physiotherapist"
Dr. Mansi Chowhan,"MBBS, MS - General Surgery",75%,(12 patients),Gurgaon Sector 51,Gurgaon,₹1200,14,"General Surgeon, Special Interest in Breast Surgery"
Dr. Vishwas Bhatia,BDS,,,Gurgaon Sector 56,Gurgaon,₹550,13,Dentist
Dr. Sanyogita Yadav,BDS,94%,(87 patients),Railway Road,Gurgaon,₹500,16,"Dental Surgeon, Cosmetic/Aesthetic Dentist, Dentist"
Ms. Vineeta Motiani,"MA - Clinical Psychology, M.Phil - Clinical Psychology",,,Gurgaon Sector 41,Gurgaon,₹1200,t6,TherapistClinical Psychologist
Dr. Govind Yadav,"MBBS, MS - General Surgery",100%,(23 patients),Gurgaon Sector 82,Gurgaon,₹900,12,"General Surgeon, Bariatric Surgeon, Laparoscopic Surgeon"
Dr. Virender Kaur Sekhon,"MBBS, MS - General Surgery, MCh - Pediatric  Surgery",,,Gurgaon Sector 51,Gurgaon,₹1500,19,Pediatric Surgeon
Ms. Shivangi Agarwal,"MSc - Clinical Psychology, M.Phil - Clinical Psychology",,,Gurgaon Sector 41,Gurgaon,₹1200,t4,"TherapistCounselling Psychologist, Clinical Psychologist"
Dr. Prabha Singh,"MD - Dermatology, MBBS",93%,(168 patients),DLF Phase I,Gurgaon,₹1000,21,TherapistCosmetologist
Dr. Kumar R. Maji,"MBBS, M.D. (Psychiatry)",,,Gurgaon Sector 39,Gurgaon,₹2000,19,"Psychiatrist, Addiction Psychiatrist, Neuropsychiatrist"
Ms. Archana Batra,Diploma in Nutrition and Health Education,98%,(185 patients),Sushant Lok I,Gurgaon,₹1000,16,TherapistDietitian/Nutritionist
Dr. Abhai Garg,"MBBS, Master of Hospital Administration",72%,(18 patients),Gurgaon Sector 40,Gurgaon,₹600,41,"General Physician, General Practitioner"
Dr. Jharna K Doshi,"MBBS, DNB - Paediatrics",99%,(103 patients),Gurgaon Sector 56,Gurgaon,₹800,18,Pediatrician
Dr. Umesh Gupta,"MBBS, MD - General Medicine, DM - Cardiology",100%,(74 patients),Sushant Lok I,Gurgaon,₹1000,52,Cardiologist
Dr. Aneesh Katyal,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics, Certificate of Oral Implantology",100%,(105 patients),Gurgaon Sector 43,Gurgaon,₹800,13,"Orthodontist, Implantologist, Dentist"
Ms. Madhu Bindu,MA - Counseling Psychology,,,Gurgaon Sector 52,Gurgaon,₹1000,t1,TherapistCounselling Psychologist
Dr. Gul Ayat,"MBBS, MD - General Medicine",,,South City-I,Gurgaon,₹999,12,General Physician
Dr. Parveen,"MD - General Medicine, MBBS",100%,(15 patients),Housing Board Colony,Gurgaon,₹2000,10,Consultant Physician
Dr. Vijay Gupta,"MBBS, MS - General Surgery, MCh - Neuro Surgery",,,Gurgaon Sector 87,Gurgaon,₹1200,28,Neurosurgeon
Dr. Rachna Singh,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",100%,(87 patients),Gurgaon Sector 52,Gurgaon,₹500,13,"Orthodontist, Dentist"
Dr. Siddharth Sachdeva,BDS,99%,(567 patients),DLF Phase IV,Gurgaon,₹1000,21,"Dental Surgeon, Cosmetic/Aesthetic Dentist, Implantologist, Dentist"
Dr. Jyoti Bhat,"MBBS, MS - General Surgery",,,Gurgaon Sector 51,Gurgaon,₹1200,18,General Surgeon
Dr. Neha Sharma,"MD - Dermatology , Venereology & Leprosy, MBBS",92%,(130 patients),Gurgaon Sector 15,Gurgaon,₹1000,13,"Dermatologist, Dermatosurgeon, Aesthetic Dermatologist"
Dr. Kunal Agnihotri,"BDS, MDS - Conservative Dentistry & Endodontics",99%,(586 patients),Gurgaon Sector 46,Gurgaon,₹500,13,"Endodontist, Implantologist, Dentist"
Dr. Nevin Kishore,MBBS,33%,(24 patients),Sushant Lok I,Gurgaon,₹1500,27,General Physician
Dr. Jyoti Goyal,"MBBS, DNB - General Medicine",,,Gurgaon Sector 39,Gurgaon,₹1000,26,"General Physician, General Practitioner, Internal Medicine"
Dr. Amishi Khanna,"MBBS, MS - Ophthalmology",100%,(13 patients),DLF Phase IV,Gurgaon,₹600,n9,Ophthalmologist/ Eye Surgeon
Dr. Shruti Chaudhary,BDS,,,Gurgaon Sector 39,Gurgaon,₹500,t7,Dentist
Dr. Anubhav Gulati,"MBBS, MS - Orthopaedics",73%,(11 patients),Palam Vihar,Gurgaon,₹950,27,"Orthopedic surgeon, Joint Replacement Surgeon"
Dr. Kunal Nischal,"BDS, MDS - Prosthodontist And Crown Bridge",100%,(37 patients),Gurgaon Sector 31,Gurgaon,₹500,10,"Prosthodontist, Implantologist, Cosmetic/Aesthetic Dentist"
Dr. Nisha Yadav,"MDS - Public Health Dentistry, BDS",100%,(18 patients),Gurgaon Sector 21,Gurgaon,₹500,13,"Dental Surgeon, Dentist"
Ms. Veena Sukhrani,"MSc. - Speech and Hearing, BSc. - Audiology and Speech Language Pathology",94%,(83 patients),Gurgaon Sector 49,Gurgaon,₹1200,36,"TherapistSpeech Therapist, Audiologist"
Ms. Kritika Saxena,"BA - Psychology, MA - Psychology, M.Phil - Clinical Psychology",,,Gurgaon Sector 56,Gurgaon,₹2000,11,"TherapistClinical Psychologist, Psychologist"
Dr. Ajit Jain,MBBS,89%,(88 patients),Gurgaon Sector 40,Gurgaon,₹500,31,"General Physician, General Practitioner"
Dr. Shalini Chugh,BHMS,100%,(23 patients),Sushant Lok I,Gurgaon,₹1000,19,AYUSHHomoeopath
Dr. Kapil Vidyarthi,"MBBS, MS - General Surgery, MCh - Pediatric  Surgery",93%,(28 patients),Sushant Lok I,Gurgaon,₹1400,46,Pediatric Surgeon
Dr. H.N. Bajaj,"MS - Orthopaedics, Diploma in Orthopaedics, MBBS",86%,(29 patients),Sushant Lok I,Gurgaon,₹1700,40,"Orthopedic surgeon, Spine Surgeon (Ortho)"
Dr. Arvind Kaul,"MBBS, MD - Dermatology , Venereology & Leprosy",,,Palam Vihar,Gurgaon,₹950,16,Dermatologist
Dr. Surveen Ghumman,"MBBS, MD - Obstetrics & Gynaecology",71%,(14 patients),Sushant Lok I,Gurgaon,₹2000,32,"Infertility Specialist, Gynecologist, Obstetrician, Laparoscopic Surgeon (Obs & Gyn)"
Dr. Kaushal Madan,"DNB - General Medicine, MBBS, DM - Gastroenterology",77%,(13 patients),Sushant Lok I,Gurgaon,₹1600,28,Gastroenterologist
Dr. Anju Yadav   (Physiotherapist),BPTh/BPT,96%,(174 patients),Gurgaon Sector 14,Gurgaon,₹1000,11,TherapistPhysiotherapist
Dr. Ankita Gupta,BDS,100%,(184 patients),Gurgaon Sector 31,Gurgaon,₹600,17,"Dentist, Cosmetic/Aesthetic Dentist, Dental Surgeon, Implantologist"
Dr. Jyotirmay Bharti,"MBBS, DDV",93%,(1091 patients),Gurgaon Sector 46,Gurgaon,₹800,16,Dermatologist
Dr. Archit Pandit,"MBBS, MS - General Surgery",,,DLF Phase V,Gurgaon,₹1500,20,General Surgeon
Dr. Anurag Chaturvedi,"MBBS, DGO",,,Gurgaon Sector 65,Gurgaon,₹1200,29,"Infertility Specialist, Obstetrician, Gynecologist"
Dr. Rishi Rana,"BDS, MDS - Prosthodontist And Crown Bridge",100%,(73 patients),Gurgaon Sector 46,Gurgaon,₹500,13,"Dentist, Prosthodontist"
Dr. Sunil Prakash,"MBBS, MD - Medicine, DM - Nephrology",71%,(14 patients),Sushant Lok I,Gurgaon,₹1700,41,Nephrologist/Renal Specialist
Dr. Babita Sangwan,"MDS - Conservative Dentistry & Endodontics, BDS",97%,(872 patients),Gurgaon Sector 56,Gurgaon,₹500,20,"Dental Surgeon, Dentist, Endodontist, Implantologist, Conservative Dentist"
Dr. Parul Chopra Buttan,"MBBS, MS - Obstetrics & Gynaecology, MRCOG(UK)",98%,(736 patients),Gurgaon Sector 14,Gurgaon,₹900,19,"Obstetrician, Gynecologist, Infertility Specialist"
Dr. Sonu Balhara,"MBBS, DGO",88%,(17 patients),Gurgaon Sector 38,Gurgaon,,29,Infertility Specialist
Dr. Hemant Madan,"MBBS, MD - General Medicine, DM - Cardiology",88%,(26 patients),Sohna Road,Gurgaon,₹1500,35,"Cardiologist, Interventional Cardiologist"
Dr. Tapan Agrawal,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",,,Sohna,Gurgaon,₹700,13,"Urologist, Sexologist"
Dr. Rajneesh Chandra Shrivastava,"MBBS, MD - General Medicine",87%,(15 patients),Sushant Lok I,Gurgaon,₹1400,19,Internal Medicine
Dr. N C Bansal,"MBBS, MD - General Medicine",91%,(34 patients),Gurgaon Sector 86,Gurgaon,₹600,53,"General Physician, Consultant Physician"
Dr. Neha Jain,"MBBS, MD - Social & Preventive Medicine / Community Medicine",99%,(828 patients),Gurgaon Sector 40,Gurgaon,₹800,11,"General Physician, Special Interest in Diabetology"
Dr. Preeti Yadav,BDS,,,Railway Road,Gurgaon,₹500,17,"Dentist, Dental Surgeon"
Ms. Preeti Kakkar,M.Sc. - Home Science (Food & Nutrition),100%,(55 patients),Sohna Road,Gurgaon,₹1500,22,TherapistDietitian/Nutritionist
Dr. Rajat Sharma,BAMS,97%,(29 patients),DLF Phase IV,Gurgaon,₹300,15,AYUSHAyurveda
Dr. Nancy Malik,BHMS,,,Gurgaon Sector 23,Gurgaon,₹500,21,AYUSHHomoeopath
Dr. Akriti Sharma,"MBBS, MS - ENT",,,Gurgaon Sector 14,Gurgaon,₹800,10,ENT/ Otorhinolaryngologist
Dr. Himanshu Agarwal,"MBBS, MD - Pediatrics",99%,(1102 patients),Sushant Lok I,Gurgaon,₹1200,24,Pediatrician
Dr. Dheeraj Setia,"BDS, MDS - Conservative Dentistry & Endodontics",98%,(280 patients),Sushant Lok I,Gurgaon,₹1000,22,"Endodontist, Implantologist, Cosmetic/Aesthetic Dentist, Dentist"
Dr. Rajni Goyal Khare,"MD - Dermatology , Venereology & Leprosy, MBBS",98%,(169 patients),Gurgaon Sector 15,Gurgaon,₹500,21,Dermatologist
Dr. Arvind Kumar,"MBBS, MD - General Medicine, DM - Gastroenterology",83%,(361 patients),Gurgaon Sector 15,Gurgaon,₹1000,28,Gastroenterologist
Dr. Teena Singh,"MBBS, DNB - Obstetrics & Gynecology",,,Sushant Lok I,Gurgaon,₹1000,23,"Gynecologist, Infertility Specialist"
Dr. Neelam Verma,BDS,99%,(199 patients),South City-II,Gurgaon,₹500,21,"Dentist, Implantologist"
Dr. Ishwin Preet Kaur,"MBBS, MS - ENT",98%,(500 patients),Gurgaon Sector 63,Gurgaon,₹1000,20,ENT/ Otorhinolaryngologist
Dr. Shalabh Mohan,"MBBS, MS - General Surgery",89%,(46 patients),Gurgaon Sector 82,Gurgaon,₹1500,28,"General Surgeon, Laparoscopic Surgeon, Bariatric Surgeon"
Dr. Dinesh Madan,BDS,96%,(1069 patients),Sushant Lok I,Gurgaon,₹500,24,Dentist
Dr. Anil Yadav,"MBBS, M.D. (Psychiatry)",96%,(232 patients),South City-II,Gurgaon,₹2000,16,"Psychiatrist, Addiction Psychiatrist, Sexologist"
Dr. Gulshan Rai Arora,"MD - General Medicine, MBBS",,,Gurgaon Sector 9A,Gurgaon,₹500,34,"Internal Medicine, Consultant Physician"
Dr. Sanjiv Saigal,"DNB - Gastroenterology, DM - Gastroenterology, MBBS, MD - Medicine",87%,(15 patients),Sushant Lok I,Gurgaon,₹1500,29,Gastroenterologist
Dr. Yogendra Singh Rajput,"DM - Cardiology, MD - General Medicine, MBBS",100%,(108 patients),Sushant Lok I,Gurgaon,₹1100,17,"Interventional Cardiologist, Cardiologist"
Dr. Jaideep Singh Rajawat,"MBBS, MD - Pediatrics",,,Gurgaon Sector 87,Gurgaon,₹800,n5,Pediatrician
Dr. Deep Arya   (Physiotherapist),BPTh/BPT,100%,(132 patients),Gurgaon Sector 56,Gurgaon,₹700,28,TherapistPhysiotherapist
Dr. Sadma.K.P,BDS,100%,(58 patients),Gurgaon Sector 83,Gurgaon,₹400,15,"Dental Surgeon, Dentist"
Dr. Anuj Kumar Dhama,"MBBS, MD - Pediatrics",100%,(101 patients),Gurgaon Sector 49,Gurgaon,₹900,24,Pediatrician
Dr. Priyanka Sapra,"DGO, MBBS",94%,(18 patients),Gurgaon Sector 67,Gurgaon,₹800,20,"Obstetrician, Gynecologist"
Dr. Anurag Gupta,"MBBS, MS - General Surgery, MCh - Neuro Surgery",,,Nirvana Country,Gurgaon,₹1500,20,"Neurosurgeon, Spine Surgeon (Neuro)"
Dr. Ashish Kumar,"MCh - Urology, MS - General Surgery, MBBS",,,Gurgaon Sector 40,Gurgaon,₹1100,17,"Andrologist, Sexologist, Urologist, Urological Surgeon"
Ms. Priyatama Srivastava,M.Sc. - Food and Nutrition,99%,(252 patients),Gurgaon Sector 49,Gurgaon,₹1500,11,TherapistDietitian/Nutritionist
Dr. Smriti Malhotra Nanda,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",100%,(392 patients),DLF Phase II,Gurgaon,₹1000,15,"Orthodontist, Dentist"
Dr. Shobhita Gupta,"MBBS, MD - Dermatology , Venereology & Leprosy",,,Gurgaon Sector 87,Gurgaon,₹1200,t6,Dermatologist
Dr. Gunita Singh,BDS,94%,(17 patients),DLF Phase V,Gurgaon,₹1500,25,"Dental Surgeon, Dentist"
Dr. Akhilendra Singh,"MBBS, MD - Dermatology , Venereology & Leprosy",96%,(1550 patients),Sushant Lok I,Gurgaon,₹1500,16,"Hair Transplant Surgeon, Dermatologist, Dermatosurgeon"
Dr. Ruchita Agarwal   (Physiotherapist),"MPTh/MPT - Musculoskeletal Physiotherapy, BPTh/BPT",98%,(94 patients),DLF Phase V,Gurgaon,₹800,t9,TherapistSports and Musculoskeletal Physiotherapist
Dr. Abhinandan Mukhopadhyay,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",98%,(58 patients),Gurgaon Sector 40,Gurgaon,₹1000,16,"Urologist, Urological Surgeon, Sexologist"
